model,metric,mean,std
A_AngleVQC,roc_auc,0.6384367575122292,0.1067150876779974
A_AngleVQC,pr_auc,0.48479250507690785,0.1184796987601535
B_HamVQC,roc_auc,0.5764696016771488,0.041031340328242766
B_HamVQC,pr_auc,0.42467684636746955,0.024977593923513505
C_HamKernelSVM,roc_auc,0.6302648497554157,0.03779720327362026
C_HamKernelSVM,pr_auc,0.46713854463758553,0.05179195115682428
