model,metric,mean,std
A_AngleVQC,roc_auc,0.5195373864430468,0.04465941505327905
A_AngleVQC,pr_auc,0.3906654888497083,0.04652785977580601
B_HamVQC,roc_auc,0.4893494060097834,0.05904161425120576
B_HamVQC,pr_auc,0.3603138619946497,0.03811323034120052
C_HamKernelSVM,roc_auc,0.5654507337526206,0.040288593324964476
C_HamKernelSVM,pr_auc,0.4181612049325235,0.04238086116087677
