t_embed,Max_AUC,Final_AUC,Final_Accuracy
0.1,0.7681194029850746,0.7512835820895523,0.7135416666666666
0.5,0.6612537313432836,0.6391641791044776,0.6614583333333334
1.0,0.6208955223880598,0.5680000000000001,0.5989583333333334
