val_loss,val_auc,val_acc
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
0.6964382154648883,0.43307462686567166,0.4322916666666667
